Country,Account currency,Gender,Age min,Age max,Campaign days,Frequency cap,Campaign objective,Included interests/behaviors,Excluded interests/behaviors,Scenario budget,Budget,Impressions,Reach,Reach (millions),Lower Reach Percentage,Upper Reach Percentage,Frequency,Weekly frequency,CPM
['MX'],USD,"Male, Female",25,44,14,3 times every 7 days,REACH,[],[],+170 pct,270000,212965032.7,46033401.79,46,0.959,1.128,4.683178435,2.341589217,1.267813765
['MX'],USD,"Male, Female",25,44,28,3 times every 7 days,REACH,[],[],+170 pct,270000,327755829.7,42591090.7,42.6,0.887,1.044,7.695398802,1.9238497,0.823783974
['MX'],USD,"Male, Female",25,44,56,3 times every 7 days,REACH,[],[],+170 pct,270000,503253097.1,39495485.9,39.5,0.823,0.968,12.74200892,1.592751115,0.536509366
['MX'],USD,"Male, Female",25,44,14,4 times every 7 days,REACH,[],[],+170 pct,270000,251008306.5,43660388.55,43.7,0.91,1.07,5.784098183,2.892049092,1.075661613
['MX'],USD,"Male, Female",25,44,28,4 times every 7 days,REACH,[],[],+170 pct,270000,388772783.6,41390486.96,41.4,0.862,1.014,9.392792303,2.348198076,0.69449306
['MX'],USD,"Male, Female",25,44,56,4 times every 7 days,REACH,[],[],+170 pct,270000,574826590.1,38170408.81,38.2,0.795,0.936,15.05943398,1.882429248,0.469706873
['MX'],USD,"Male, Female",25,44,14,3 times every 7 days,REACH,[],[],+175 pct,275000,214488402.2,46246125.52,46.2,0.963,1.133,4.698664433,2.349332217,1.282120605
['MX'],USD,"Male, Female",25,44,28,3 times every 7 days,REACH,[],[],+175 pct,275000,329267782.5,42686254.03,42.7,0.889,1.046,7.713667584,1.928416896,0.835186479
['MX'],USD,"Male, Female",25,44,56,3 times every 7 days,REACH,[],[],+175 pct,275000,506672164,39609880.78,39.6,0.825,0.971,12.79152872,1.59894109,0.542757269
['MX'],USD,"Male, Female",25,44,14,4 times every 7 days,REACH,[],[],+175 pct,275000,252673382.4,43826628.11,43.8,0.913,1.074,5.803421113,2.901710556,1.088361573
['MX'],USD,"Male, Female",25,44,28,4 times every 7 days,REACH,[],[],+175 pct,275000,390957780.4,41493827.13,41.5,0.864,1.017,9.422060489,2.355515122,0.70340076
['MX'],USD,"Male, Female",25,44,56,4 times every 7 days,REACH,[],[],+175 pct,275000,579349866,38288379.97,38.3,0.798,0.938,15.13117344,1.89139668,0.474669998
['MX'],USD,"Male, Female",25,44,14,3 times every 7 days,REACH,[],[],+180 pct,280000,216011771.8,46458849.25,46.5,0.968,1.139,4.714150431,2.357075216,1.296225653
['MX'],USD,"Male, Female",25,44,28,3 times every 7 days,REACH,[],[],+180 pct,280000,330754782,42779882.82,42.8,0.891,1.049,7.731547609,1.932886902,0.846548607
['MX'],USD,"Male, Female",25,44,56,3 times every 7 days,REACH,[],[],+180 pct,280000,510039483.5,39722074.5,39.7,0.828,0.974,12.84017229,1.605021536,0.548977107
['MX'],USD,"Male, Female",25,44,14,4 times every 7 days,REACH,[],[],+180 pct,280000,254338458.3,43992867.66,44,0.917,1.078,5.822744043,2.911372021,1.100895247
['MX'],USD,"Male, Female",25,44,28,4 times every 7 days,REACH,[],[],+180 pct,280000,393096990.5,41594069.98,41.6,0.867,1.019,9.450788708,2.362697177,0.712292403
['MX'],USD,"Male, Female",25,44,56,4 times every 7 days,REACH,[],[],+180 pct,280000,583779862.6,38404012.01,38.4,0.8,0.941,15.20096982,1.900121227,0.479632851
['MX'],USD,"Male, Female",25,44,14,3 times every 7 days,REACH,[],[],+185 pct,285000,217535141.4,46671572.98,46.7,0.972,1.144,4.72963643,2.364818215,1.31013315
['MX'],USD,"Male, Female",25,44,28,3 times every 7 days,REACH,[],[],+185 pct,285000,332193669.5,42870153.8,42.9,0.893,1.051,7.748824443,1.937206111,0.857933267
['MX'],USD,"Male, Female",25,44,56,3 times every 7 days,REACH,[],[],+185 pct,285000,513366158.4,39832630.27,39.8,0.83,0.976,12.88805072,1.611006341,0.555159306
['MX'],USD,"Male, Female",25,44,14,4 times every 7 days,REACH,[],[],+185 pct,285000,256003534.2,44159107.21,44.2,0.92,1.082,5.842066972,2.921033486,1.113265881
['MX'],USD,"Male, Female",25,44,28,4 times every 7 days,REACH,[],[],+185 pct,285000,395190642,41691436.74,41.7,0.869,1.022,9.47893754,2.369734385,0.721170923
['MX'],USD,"Male, Female",25,44,56,4 times every 7 days,REACH,[],[],+185 pct,285000,588132949.3,38517547.06,38.5,0.802,0.944,15.269181,1.908647625,0.484584311
['MX'],USD,"Male, Female",25,44,14,3 times every 7 days,REACH,[],[],+190 pct,290000,219058510.9,46884296.71,46.9,0.977,1.149,4.745122428,2.372561214,1.323847217
['MX'],USD,"Male, Female",25,44,28,3 times every 7 days,REACH,[],[],+190 pct,290000,333610542.3,42958750.85,43,0.895,1.053,7.765821684,1.941455421,0.869277086
['MX'],USD,"Male, Female",25,44,56,3 times every 7 days,REACH,[],[],+190 pct,290000,516619482.8,39940230.05,39.9,0.832,0.979,12.93478393,1.616847992,0.561341586
['MX'],USD,"Male, Female",25,44,14,4 times every 7 days,REACH,[],[],+190 pct,290000,257668610.1,44325346.76,44.3,0.923,1.086,5.861389902,2.930694951,1.125476634
['MX'],USD,"Male, Female",25,44,28,4 times every 7 days,REACH,[],[],+190 pct,290000,397238567.9,41786209.33,41.8,0.871,1.024,9.506440059,2.376610015,0.730039889
['MX'],USD,"Male, Female",25,44,56,4 times every 7 days,REACH,[],[],+190 pct,290000,592397610.8,38628335.75,38.6,0.805,0.947,15.3357907,1.916973838,0.489536073
['MX'],USD,"Male, Female",25,44,14,3 times every 7 days,REACH,[],[],+195 pct,295000,220581880.5,47097020.44,47.1,0.981,1.154,4.760608426,2.380304213,1.337371861
['MX'],USD,"Male, Female",25,44,28,3 times every 7 days,REACH,[],[],+195 pct,295000,335003871.9,43045513.87,43,0.897,1.055,7.782537381,1.945634345,0.880586837
['MX'],USD,"Male, Female",25,44,56,3 times every 7 days,REACH,[],[],+195 pct,295000,519844622.8,40046694.02,40,0.834,0.982,12.98093058,1.622616322,0.567477256
['MX'],USD,"Male, Female",25,44,14,4 times every 7 days,REACH,[],[],+195 pct,295000,259333686,44491586.32,44.5,0.927,1.09,5.880712832,2.940356416,1.137530587
['MX'],USD,"Male, Female",25,44,28,4 times every 7 days,REACH,[],[],+195 pct,295000,399245391.5,41879008.73,41.9,0.872,1.026,9.533288097,2.383322024,0.738893939
['MX'],USD,"Male, Female",25,44,56,4 times every 7 days,REACH,[],[],+195 pct,295000,596578411.6,38736194.47,38.7,0.807,0.949,15.40101738,1.925127173,0.494486549
['MX'],USD,"Male, Female",25,44,14,3 times every 7 days,REACH,[],[],+200 pct,300000,222105250,47309744.17,47.3,0.986,1.16,4.776094424,2.388047212,1.35071098
['MX'],USD,"Male, Female",25,44,28,3 times every 7 days,REACH,[],[],+200 pct,300000,336369192.8,43129975.6,43.1,0.899,1.057,7.798957542,1.949739385,0.891877159
['MX'],USD,"Male, Female",25,44,56,3 times every 7 days,REACH,[],[],+200 pct,300000,523000919.6,40150553.38,40.2,0.836,0.984,13.02596264,1.62824533,0.573612758
['MX'],USD,"Male, Female",25,44,14,4 times every 7 days,REACH,[],[],+200 pct,300000,260998762,44657825.87,44.7,0.93,1.095,5.900035762,2.950017881,1.14943074
['MX'],USD,"Male, Female",25,44,28,4 times every 7 days,REACH,[],[],+200 pct,300000,401215202.3,41969994.34,42,0.874,1.029,9.559552149,2.389888037,0.747728397
['MX'],USD,"Male, Female",25,44,56,4 times every 7 days,REACH,[],[],+200 pct,300000,600689493.1,38841450.24,38.8,0.809,0.952,15.46512214,1.933140267,0.499426082
['MX'],USD,"Male, Female",25,44,14,3 times every 7 days,REACH,[],[],+210 pct,310000,225151989.1,47735191.63,47.7,0.994,1.17,4.80706642,2.40353321,1.376847707
['MX'],USD,"Male, Female",25,44,28,3 times every 7 days,REACH,[],[],+210 pct,310000,338991146.9,43289367.93,43.3,0.902,1.061,7.830804963,1.957701241,0.914478159
['MX'],USD,"Male, Female",25,44,56,3 times every 7 days,REACH,[],[],+210 pct,310000,529162796.9,40352553.17,40.4,0.841,0.989,13.11345957,1.639182446,0.585831056
['MX'],USD,"Male, Female",25,44,14,4 times every 7 days,REACH,[],[],+210 pct,310000,264328913.8,44990304.98,45,0.937,1.103,5.938681621,2.969340811,1.172781273
['MX'],USD,"Male, Female",25,44,28,4 times every 7 days,REACH,[],[],+210 pct,310000,405043702.2,42145975.83,42.1,0.878,1.033,9.610485456,2.402621364,0.765349512
['MX'],USD,"Male, Female",25,44,56,4 times every 7 days,REACH,[],[],+210 pct,310000,608641232.9,39041748.33,39,0.813,0.957,15.5894494,1.948681175,0.50933125
['MX'],USD,"Male, Female",25,44,14,3 times every 7 days,REACH,[],[],+220 pct,320000,228198728.2,48160639.09,48.2,1.003,1.18,4.838038417,2.419019208,1.402286518
['MX'],USD,"Male, Female",25,44,28,3 times every 7 days,REACH,[],[],+220 pct,320000,341498083.9,43438735.76,43.4,0.905,1.065,7.861601891,1.965400473,0.937047717
['MX'],USD,"Male, Female",25,44,56,3 times every 7 days,REACH,[],[],+220 pct,320000,535107958,40546205.64,40.5,0.845,0.994,13.19747103,1.649683879,0.598010168
['MX'],USD,"Male, Female",25,44,14,4 times every 7 days,REACH,[],[],+220 pct,320000,267659065.6,45322784.08,45.3,0.944,1.111,5.977327481,2.98866374,1.195550763
['MX'],USD,"Male, Female",25,44,28,4 times every 7 days,REACH,[],[],+220 pct,320000,408698440,42312662.66,42.3,0.882,1.037,9.658992181,2.414748045,0.782973383
['MX'],USD,"Male, Female",25,44,56,4 times every 7 days,REACH,[],[],+220 pct,320000,616462627.8,39237280.01,39.2,0.817,0.962,15.71111171,1.963888963,0.519090672
['MX'],USD,"Male, Female",25,44,14,3 times every 7 days,REACH,[],[],+230 pct,330000,231245467.3,48586086.55,48.6,1.012,1.191,4.869010413,2.434505207,1.427054998
['MX'],USD,"Male, Female",25,44,28,3 times every 7 days,REACH,[],[],+230 pct,330000,343883268.2,43577860.03,43.6,0.908,1.068,7.891259764,1.972814941,0.959627962
['MX'],USD,"Male, Female",25,44,56,3 times every 7 days,REACH,[],[],+230 pct,330000,540821053.9,40730586.63,40.7,0.849,0.998,13.27798712,1.659748391,0.610183345
['MX'],USD,"Male, Female",25,44,14,4 times every 7 days,REACH,[],[],+230 pct,330000,270989217.4,45655263.19,45.7,0.951,1.119,6.01597334,3.00798667,1.21776063
['MX'],USD,"Male, Female",25,44,28,4 times every 7 days,REACH,[],[],+230 pct,330000,412179923.6,42470824.54,42.5,0.885,1.041,9.705004705,2.426251176,0.800621236
['MX'],USD,"Male, Female",25,44,56,4 times every 7 days,REACH,[],[],+230 pct,330000,624009347.6,39423610.05,39.4,0.821,0.966,15.82830121,1.978537652,0.528838232
['MX'],USD,"Male, Female",25,44,14,3 times every 7 days,REACH,[],[],+240 pct,340000,234292206.4,49011534.01,49,1.021,1.201,4.89998241,2.449991205,1.451179299
['MX'],USD,"Male, Female",25,44,28,3 times every 7 days,REACH,[],[],+240 pct,340000,346268452.5,43716984.29,43.7,0.911,1.071,7.920917637,1.980229409,0.981897131
['MX'],USD,"Male, Female",25,44,56,3 times every 7 days,REACH,[],[],+240 pct,340000,546326592.3,40906620.47,40.9,0.852,1.003,13.35542511,1.669428138,0.622338368
['MX'],USD,"Male, Female",25,44,14,4 times every 7 days,REACH,[],[],+240 pct,340000,274319369.2,45987742.29,46,0.958,1.127,6.0546192,3.0273096,1.239431255
['MX'],USD,"Male, Female",25,44,28,4 times every 7 days,REACH,[],[],+240 pct,340000,415505520.4,42621954.25,42.6,0.888,1.045,9.748606702,2.437151675,0.818280344
['MX'],USD,"Male, Female",25,44,56,4 times every 7 days,REACH,[],[],+240 pct,340000,631411115.5,39605320.19,39.6,0.825,0.971,15.94253561,1.992816951,0.538476425
['MX'],USD,"Male, Female",25,44,14,3 times every 7 days,REACH,[],[],+250 pct,350000,237338945.5,49436981.47,49.4,1.03,1.212,4.930954406,2.465477203,1.474684229
['MX'],USD,"Male, Female",25,44,28,3 times every 7 days,REACH,[],[],+250 pct,350000,348653636.8,43856108.56,43.9,0.914,1.075,7.95057551,1.987643878,1.003861607
['MX'],USD,"Male, Female",25,44,56,3 times every 7 days,REACH,[],[],+250 pct,350000,551651157.6,41075434.31,41.1,0.856,1.007,13.43018824,1.678773531,0.634458924
['MX'],USD,"Male, Female",25,44,14,4 times every 7 days,REACH,[],[],+250 pct,350000,277649521,46320221.4,46.3,0.965,1.135,6.093265059,3.04663253,1.260582042
['MX'],USD,"Male, Female",25,44,28,4 times every 7 days,REACH,[],[],+250 pct,350000,418752874.3,42769529.04,42.8,0.891,1.048,9.790907081,2.44772677,0.835815159
['MX'],USD,"Male, Female",25,44,56,4 times every 7 days,REACH,[],[],+250 pct,350000,638607537.9,39780564.72,39.8,0.829,0.975,16.053229,2.006653624,0.548067442
['MX'],USD,"Male, Female",25,44,14,3 times every 7 days,REACH,[],[],+260 pct,360000,240385684.7,49862428.93,49.9,1.039,1.222,4.961926402,2.480963201,1.497593338
['MX'],USD,"Male, Female",25,44,28,3 times every 7 days,REACH,[],[],+260 pct,360000,351038821.1,43995232.82,44,0.917,1.078,7.980233384,1.995058346,1.025527601
['MX'],USD,"Male, Female",25,44,56,3 times every 7 days,REACH,[],[],+260 pct,360000,556812521.2,41237818.26,41.2,0.859,1.011,13.50244119,1.687805149,0.646537185
['MX'],USD,"Male, Female",25,44,14,4 times every 7 days,REACH,[],[],+260 pct,360000,280979672.8,46652700.5,46.7,0.972,1.143,6.131910919,3.065955459,1.281231473
['MX'],USD,"Male, Female",25,44,28,4 times every 7 days,REACH,[],[],+260 pct,360000,421878185.1,42910888.51,42.9,0.894,1.052,9.831483971,2.457870993,0.853326891
['MX'],USD,"Male, Female",25,44,56,4 times every 7 days,REACH,[],[],+260 pct,360000,645609798.8,39950071.38,40,0.832,0.979,16.16037608,2.020047011,0.557612355
['MX'],USD,"Male, Female",25,44,14,3 times every 7 days,REACH,[],[],+270 pct,370000,243432423.8,50287876.39,50.3,1.048,1.233,4.992898399,2.496449199,1.519928998
['MX'],USD,"Male, Female",25,44,28,3 times every 7 days,REACH,[],[],+270 pct,370000,353424005.4,44134357.09,44.1,0.919,1.082,8.009891257,2.002472814,1.046901156
['MX'],USD,"Male, Female",25,44,56,3 times every 7 days,REACH,[],[],+270 pct,370000,561861251.4,41395834.53,41.4,0.862,1.015,13.57287596,1.696609495,0.658525569
['MX'],USD,"Male, Female",25,44,14,4 times every 7 days,REACH,[],[],+270 pct,370000,284309824.6,46985179.61,47,0.979,1.152,6.170556778,3.085278389,1.301397166
['MX'],USD,"Male, Female",25,44,28,4 times every 7 days,REACH,[],[],+270 pct,370000,424918008.3,43047392.87,43,0.897,1.055,9.870915305,2.467728826,0.870756223
['MX'],USD,"Male, Female",25,44,56,4 times every 7 days,REACH,[],[],+270 pct,370000,652480098.8,40115755.87,40.1,0.836,0.983,16.26490264,2.03311283,0.567067104
['MX'],USD,"Male, Female",25,44,14,3 times every 7 days,REACH,[],[],+280 pct,380000,246479162.9,50713323.85,50.7,1.057,1.243,5.023870395,2.511935198,1.541712474
['MX'],USD,"Male, Female",25,44,28,3 times every 7 days,REACH,[],[],+280 pct,380000,355809189.7,44273481.35,44.3,0.922,1.085,8.03954913,2.009887283,1.067988155
['MX'],USD,"Male, Female",25,44,56,3 times every 7 days,REACH,[],[],+280 pct,380000,566731086.3,41546825.74,41.5,0.866,1.018,13.64075745,1.705094681,0.67051201
['MX'],USD,"Male, Female",25,44,14,4 times every 7 days,REACH,[],[],+280 pct,380000,287639976.4,47317658.72,47.3,0.986,1.16,6.209202638,3.104601319,1.321095923
['MX'],USD,"Male, Female",25,44,28,4 times every 7 days,REACH,[],[],+280 pct,380000,427855340.8,43177475.5,43.2,0.9,1.058,9.909206131,2.477301533,0.888150652
['MX'],USD,"Male, Female",25,44,56,4 times every 7 days,REACH,[],[],+280 pct,380000,659116754.1,40275056.74,40.3,0.839,0.987,16.36534042,2.045667552,0.576529117
['MX'],USD,"Male, Female",25,44,14,3 times every 7 days,REACH,[],[],+290 pct,390000,249525902,51138771.31,51.1,1.065,1.253,5.054842392,2.527421196,1.562963993
['MX'],USD,"Male, Female",25,44,28,3 times every 7 days,REACH,[],[],+290 pct,390000,358194374,44412605.62,44.4,0.925,1.089,8.069207003,2.017301751,1.08879432
['MX'],USD,"Male, Female",25,44,56,3 times every 7 days,REACH,[],[],+290 pct,390000,571464910.9,41692387.05,41.7,0.869,1.022,13.70666396,1.713332995,0.6824566
['MX'],USD,"Male, Female",25,44,14,4 times every 7 days,REACH,[],[],+290 pct,390000,290970128.2,47650137.82,47.7,0.993,1.168,6.247848497,3.123924248,1.340343775
['MX'],USD,"Male, Female",25,44,28,4 times every 7 days,REACH,[],[],+290 pct,390000,430696382.6,43301097.98,43.3,0.902,1.061,9.946530867,2.486632717,0.905510275
['MX'],USD,"Male, Female",25,44,56,4 times every 7 days,REACH,[],[],+290 pct,390000,665623997.5,40430777.19,40.4,0.842,0.991,16.4632886,2.057911074,0.585916375
['MX'],USD,"Male, Female",25,44,14,3 times every 7 days,REACH,[],[],+300 pct,400000,252572641.1,51564218.76,51.6,1.074,1.264,5.085814388,2.542907194,1.583702804
['MX'],USD,"Male, Female",25,44,28,3 times every 7 days,REACH,[],[],+300 pct,400000,360579558.3,44551729.88,44.6,0.928,1.092,8.098864877,2.024716219,1.109325226
['MX'],USD,"Male, Female",25,44,56,3 times every 7 days,REACH,[],[],+300 pct,400000,576036099.8,41831455.91,41.8,0.871,1.025,13.77038353,1.721297942,0.694400924
['MX'],USD,"Male, Female",25,44,14,4 times every 7 days,REACH,[],[],+300 pct,400000,294300280,47982616.93,48,1,1.176,6.286494356,3.143247178,1.359156029
['MX'],USD,"Male, Female",25,44,28,4 times every 7 days,REACH,[],[],+300 pct,400000,433432636.3,43417737.12,43.4,0.905,1.064,9.982834692,2.495708673,0.922865439
['MX'],USD,"Male, Female",25,44,56,4 times every 7 days,REACH,[],[],+300 pct,400000,671902507.4,40580100.04,40.6,0.845,0.995,16.55739257,2.069674071,0.595324464
