Budget for BRAND_AWARENESS,Reach for BRAND_AWARENESS,Impressions for BRAND_AWARENESS,Frequency for BRAND_AWARENESS,Weekly Frequency for BRAND_AWARENESS,CPM for BRAND_AWARENESS,Budget forLINK_CLICKS,Reach for LINK_CLICKS,Impressions for LINK_CLICKS,Frequency forLINK_CLICKS,Weekly Frequency for LINK_CLICKS,CPM for LINK_CLICKS,% Weight Reach for BRAND_AWARENESS,% Weight Reach for LINK_CLICKS,Total Budget,% Budget for BRAND_AWARENESS,% Budget for  LINK_CLICKS,Sum of Reach (NOT deduplicated),Total Impressions,Weighted Average Frequency,Weighted Average Weekly Frequency,Total CPM,Country,Gender,Gender Label,Age min,Age max,Campaign days,Campaign weeks,Frequency Caps,Included interests,Excluded interests
14700.0,23591071.646311477,75846873.22189696,3.2150577032244536,0.8037644258061134,0.19381154918534094,15300.0,23822657.215566475,69946464.27294461,2.9361271244579434,0.7340317811144859,0.21873871909088136,0.49755782159709866,0.5024421784029014,30000.0,0.49,0.51,47413728.86187795,145793337.49484158,3.0749112156058263,0.7687278039014566,0.20577071981126333,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
15000.0,23923297.05614754,77151327.72540984,3.224934497485869,0.8062336243714673,0.19442309604037755,15000.0,23443897.75215832,68700282.53260726,2.930407037528888,0.732601759382222,0.21833971341938135,0.505060456988527,0.4949395430114731,30000.0,0.5,0.5,47367194.80830586,145851610.2580171,3.0791612110504314,0.7697903027626078,0.2056885072912726,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
15300.0,24255522.465983607,78455783.22892272,3.234545860631781,0.8086364651579453,0.19501430449501464,14700.0,23056530.414042756,67441991.75787173,2.92506688110356,0.73126672027589,0.21796509291682117,0.5126711057643308,0.4873288942356692,30000.0,0.51,0.49,47312052.88002636,145897774.98679447,3.0837278117491103,0.7709319529372776,0.20562342367945888,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
15600.0,24587747.875819672,79760238.7324356,3.2439014740516736,0.8109753685129184,0.19558617486504645,14400.0,22666983.251963664,66180634.24410901,2.9196891410466757,0.7299222852616689,0.21758631002062057,0.52032351658781,0.47967648341219005,30000.0,0.52,0.48,47254731.127783336,145940872.97654462,3.088384442276974,0.7720961105692435,0.2055627007577346,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
15900.0,24919973.285655737,81064694.23594847,3.2529935314633627,0.8132483828658407,0.19613964068896814,14100.0,22277425.449180327,64919243.09508197,2.9141233544782015,0.7285308386195504,0.2171929204311404,0.5279946343157781,0.47200536568422186,30000.0,0.53,0.47,47197398.734836064,145983937.33103043,3.093044989656004,0.773261247414001,0.20550206103821247,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
16200.000000000002,25249446.635107473,82362382.06789492,3.2619380770226334,0.8154845192556583,0.19669173709237348,13800.0,21887875.942900077,63657878.03981969,2.908359698408597,0.7270899246021493,0.21678385181748808,0.5356572086444275,0.4643427913555725,30000.0,0.54,0.46,47137322.57800755,146020260.1077146,3.097756505734014,0.7744391264335035,0.20545094206701134,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
16500.0,25558272.528695747,83609301.75174844,3.2713158241133033,0.8178289560283258,0.19734646330370714,13500.0,21488650.82323197,62383099.733197555,2.9030712896770807,0.7257678224192702,0.21640476439512174,0.5432506677962932,0.45674933220370695,30000.0,0.55,0.45,47046923.35192771,145992401.484946,3.103120378921894,0.7757800947304735,0.20549014671214547,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
16800.0,25861214.710106242,84841756.16363248,3.280647850047273,0.8201619625118183,0.19801570311201713,13200.0,21088120.19775281,61106526.34606742,2.8976737121433467,0.7244184280358367,0.21601620627629575,0.5508323975379089,0.44916760246209103,30000.0,0.56,0.44,46949334.90785906,145948282.5096999,3.10862827471998,0.777157068679995,0.20555226470723395,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
17100.0,26164156.891516738,86074210.12455288,3.289766865210155,0.8224417163025387,0.19866577892792284,12900.0,20687589.993258428,59829953.300702244,2.8920660199591612,0.7230165049897903,0.2156110658346208,0.5584457065360563,0.4415542934639438,30000.0,0.57,0.43,46851746.88477516,145904163.42525512,3.1141603494753394,0.7785400873688348,0.2056144204230925,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
17400.0,26467099.072927233,87306663.8109551,3.2986839353367285,0.8246709838341821,0.19929750193726536,12600.0,20286074.301808566,58552036.89084281,2.886311872291227,0.7215779680728067,0.21519319683941798,0.5661027297716943,0.43389727022830565,30000.0,0.58,0.42,46753173.3747358,145858700.7017979,3.1197568228628705,0.7799392057157176,0.20567850841708624,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
17700.0,26770046.610144153,88539139.2862787,3.307386318108661,0.8268465795271652,0.1999115887355712,12300.0,19875699.771024328,57262075.46343753,2.881003455005939,0.7202508637514847,0.21480185446393202,0.5739011311211772,0.4260988688788227,30000.0,0.59,0.41,46645746.381168485,145801214.74971622,3.125705062431277,0.7814262656078192,0.20575960256228518,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
18000.0,27072993.53382094,89771612.39757621,3.315905901952583,0.8289764754881458,0.2005088192053682,12000.0,19464002.487656996,55970294.97769597,2.875574044977126,0.7188935112442815,0.21439944178929146,0.581752064987738,0.41824793501226193,30000.0,0.6,0.4,46536996.02147794,145741907.37527218,3.1317380120524834,0.7829345030131208,0.2058433331927839,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
18300.0,27375935.715231434,91004066.95195131,3.3242288875176698,0.8310572218794174,0.20108991403276633,11700.0,19052301.959142424,54678505.309680216,2.869911458999272,0.717477864749818,0.21397805104099374,0.5896397771380761,0.4103602228619238,30000.0,0.61,0.39,46428237.67437386,145682572.26163152,3.1377950863008035,0.7844487715752009,0.2059271712070196,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
18600.0,27678877.89664193,92236520.63835353,3.3323716903756533,0.8330929225939133,0.20165548170369516,11400.0,18639640.03018868,53385440.84586357,2.8640799230804737,0.7160199807701184,0.21354136669798238,0.5975769332768003,0.40242306672319983,30000.0,0.62,0.38,46318517.926830605,145621961.4842171,3.1439202812595006,0.7859800703148752,0.20601288222073205,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
18900.0,27981820.078052428,93468974.32475576,3.3403445062402946,0.8350861265600736,0.20220613456538417,11100.0,18216768.175641596,52078681.01780151,2.858828355434545,0.7147070888586362,0.21313903852914023,0.6056856093609096,0.3943143906390903,30000.0,0.63,0.37,46198588.25369403,145547655.34255725,3.150475758652445,0.7876189396631113,0.20611805754886786,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
19200.0,28270487.379826896,94671989.89181092,3.3487815384937036,0.8371953846234259,0.2028054974015159,10800.0,17793713.218900677,50771690.208293155,2.85334341874399,0.7133358546859975,0.21271696797354023,0.613719265989125,0.3862807340108751,30000.0,0.64,0.36,46064200.59872757,145443680.1001041,3.1574033379398165,0.7893508344849541,0.20626540788401385,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
19500.0,28540329.57691759,95836186.45223263,3.357917360548034,0.8394793401370085,0.20347220316116535,10500.0,17370660.783027966,49464706.99488168,2.847594030809083,0.7118985077022707,0.21227256033451242,0.6216448251967405,0.3783551748032596,30000.0,0.65,0.35,45910990.35994555,145300893.44711432,3.164833887918472,0.791208471979618,0.20646810414086825,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
19800.0,28810166.944362547,97000362.95515716,3.3668707758433616,0.8417176939608404,0.20412294755178859,10200.0,16945259.047103085,48154597.52610986,2.8417708508543065,0.7104427127135766,0.2118177811468462,0.6296557472710725,0.3703442527289275,30000.0,0.66,0.34,45755425.99146563,145154960.48126704,3.1724030365152744,0.7931007591288186,0.20667567887817137,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
20100.0,29080010.99400799,98164568.39785048,3.375664030805823,0.8439160077014557,0.20475819664929257,9900.0,16510958.467423607,46832680.82938352,2.836456920374379,0.7091142300935948,0.2113908455522066,0.6378458571408245,0.3621541428591755,30000.0,0.67,0.33,45590969.46143159,144997249.227234,3.180387941903951,0.7950969854759877,0.20690047680135765,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
20400.0,29349850.673831377,99328753.98754102,3.384296436580123,0.8460741091450308,0.20537859563363503,9600.0,16076336.040234702,45510338.259849116,2.8308826641681146,0.7077206660420287,0.210941082116049,0.6460998115156182,0.3539001884843817,30000.0,0.68,0.32,45426186.71406608,144839092.24739015,3.1884431982136605,0.7971107995534151,0.20712640168138424,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
20700.0,29619688.041276332,100492930.60078938,3.392765721444485,0.8481914303611212,0.205984638683006,9300.0,15639270.122537615,44184741.97898247,2.8252378831696117,0.7063094707924029,0.21047989834191558,0.6544491796313213,0.3455508203686786,30000.0,0.69,0.31,45258958.16381395,144677672.57977185,3.1966560113465396,0.7991640028366349,0.20735749659961325,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
21000.0,29889534.403300207,101657145.01992486,3.4010941576313183,0.8502735394078296,0.2065767241041836,9000.0,15193645.17440951,42847777.54856875,2.820109675448906,0.7050274188622265,0.21004590004226786,0.6629863883442321,0.33701361165576793,30000.0,0.7,0.3,45083179.57770972,144504922.5684936,3.2052944789750675,0.8013236197437669,0.20760538441713194,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
21300.0,30159371.770745162,102821321.63317324,3.4092572257018583,0.8523143064254646,0.2071554776935291,8700.0,14747588.639712209,41510221.32431376,2.814704956589403,0.7036762391473508,0.20958693358987596,0.6715968191808863,0.3284031808191136,30000.0,0.71,0.29,44906960.41045737,144331542.957487,3.2140043693621063,0.8035010923405266,0.2078547723198423,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
21600.0,30429209.138190117,103985497.37044081,3.417288361903046,0.8543220904757615,0.20772127408355381,8400.0,14299151.237005245,40169507.41940868,2.809218393363112,0.702304598340778,0.20911384130992297,0.6803113032299971,0.31968869677000294,30000.0,0.72,0.28,44728360.37519536,144155004.7898495,3.222895266115538,0.8057238165288845,0.20810931985146322,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
21900.0,30695624.08082253,105141831.5771122,3.425295751764216,0.856323937941054,0.2082900751442426,8100.000000000001,13842335.712728439,38817644.46970183,2.8042653570010194,0.7010663392502549,0.2086679939150419,0.6892013963618336,0.3107986036381664,30000.0,0.73,0.27,44537959.79355097,143959476.04681402,3.2322803722549556,0.8080700930637389,0.20839197824146244,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
22200.0,30945343.399982713,106259807.7438745,3.4337802177674894,0.8584450544418724,0.20892189127153535,7800.0,13385180.152304608,37465340.55911823,2.7990088107806166,0.6997522026951541,0.2081924222119917,0.6980595066395516,0.3019404933604483,30000.0,0.74,0.26,44330523.552287325,143725148.30299273,3.242117025970767,0.8105292564926917,0.20873173800284275,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
22500.0,31190560.99874676,107367467.30674158,3.44230284853107,0.8605757121327675,0.20956068504176434,7500.0,12925900.187725632,36110188.88989169,2.7936302419946815,0.6984075604986704,0.2076976119640147,0.7070050534404796,0.2929949465595203,30000.0,0.75,0.25,44116461.18647239,143477656.19663328,3.252245052844316,0.813061263211079,0.20909179028465308,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
22800.0,31435772.039497,108475097.0491768,3.4506836736511697,0.8626709184127924,0.21018649091103098,7200.0,12457951.385625204,34743521.49671809,2.7888554991213823,0.6972138747803456,0.20723287939249682,0.7161792071051553,0.28382079289484474,30000.0,0.76,0.24,43893723.4251222,143218618.5458949,3.2628430763959777,0.8157107690989944,0.20946997188348385,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
23100.0,31680982.272416923,109582722.53774686,3.4589339097720435,0.8647334774430109,0.21079965404257023,6900.0,11990002.583524778,33376854.17164424,2.78372153109402,0.695930382773505,0.2067300879979872,0.7254469386693151,0.274553061330685,30000.0,0.77,0.23,43670984.8559417,142959576.70939112,3.273552284157619,0.8183880710394047,0.20984953012965432,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
23400.0,31926198.965859983,110690378.01123595,3.4670642294015974,0.8667660573503994,0.2114004886461289,6600.0,11519804.82442748,32007172.923664123,2.778440435950238,0.6946101089875595,0.20620377862614564,0.7348477691979859,0.26515223080201406,30000.0,0.78,0.22,43446003.790287465,142697550.93490008,3.284474094384624,0.821118523596156,0.21023486250080264,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
23700.0,32171410.911931206,111798012.04062055,3.4750704881196306,0.8687676220299076,0.2119894581970641,6300.0,11041375.162486369,30626550.409781057,2.7737961895832517,0.6934490473958129,0.2057038718271059,0.7444882368039912,0.25551176319600877,30000.0,0.79,0.21,43212786.074417576,142424562.4504016,3.2958866556165565,0.8239716639041391,0.2106378245707955,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
24000.0,32416621.14485113,112905637.94840327,3.4829468517600453,0.8707367129400113,0.21256688714666097,6000.0,10562961.448200654,29245974.32186897,2.768719328627796,0.692179832156949,0.20515644081358028,0.7542330378539251,0.24576696214607482,30000.0,0.8,0.2,42979582.593051784,142151612.27027225,3.307413323118717,0.8268533307796793,0.21104227747316104,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
24300.0,32661831.377771057,114013263.62261787,3.4907111303713485,0.8726777825928371,0.21313309721957108,5700.0,10081733.282453151,27862027.00459966,2.763613774551478,0.6909034436378695,0.20457951602225508,0.7641344758539784,0.2358655241460217,30000.0,0.81,0.19,42743564.66022421,141875290.62721753,3.3192139314357085,0.8298034828589271,0.2114533113368281,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
24600.0,32907049.588677615,115120925.95056179,3.4983658932268664,0.8745914733067166,0.21368834377308926,5400.0,9591794.778245553,26467770.44711745,2.759409548865004,0.689852387216251,0.2040217180660981,0.7743045741330594,0.22569542586694058,30000.0,0.82,0.18,42498844.36692317,141588696.39767924,3.3315868263890382,0.8328967065972596,0.21188132077817284,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
24900.0,33144690.13483962,116207473.66681461,3.506059505798016,0.876514876449504,0.21427193289987767,5100.0,9099222.849503035,25070450.67798399,2.755227182512007,0.6888067956280017,0.20342673793569432,0.784602746131127,0.21539725386887298,30000.0,0.83,0.17,42243912.98434266,141277924.3447986,3.344332285246224,0.836083071311556,0.21234740062278176,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
25200.0,33373632.085209392,117269818.24449286,3.5138375173039393,0.8784593793259848,0.21488905139650818,4800.0,8597563.952502418,23662534.517723635,2.7522325504018097,0.6880581376004524,0.20285231898572487,0.7951556123209506,0.20484438767904933,30000.0,0.84,0.16,41971196.037711814,140932352.7622165,3.35782701420555,0.8394567535513875,0.21286808466624066,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
25500.0,33602568.17816509,118332134.87484871,3.5215125212704637,0.8803781303176159,0.21549514024207791,4500.0,8093860.683766817,22251875.12304933,2.749224876222802,0.6873062190557006,0.20223014802643444,0.8058859978016878,0.19411400219831212,30000.0,0.85,0.15,41696428.86193191,140584009.99789804,3.371600675641952,0.842900168910488,0.2133955348154356,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
25800.0,33831510.86132742,119394482.94888037,3.5290869641853293,0.8822717410463323,0.2160903867814936,4200.0,7582329.539151493,20830626.71459324,2.7472574248618598,0.6868143562154649,0.20162619481139377,0.8169131511149637,0.1830868488850363,30000.0,0.86,0.14,41413840.400478914,140225109.6634736,3.3859442574653555,0.8464860643663389,0.2139417118089409,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
26100.0,34060447.995279595,120456804.54611474,3.5365572861621786,0.8841393215405446,0.21667518160012356,3900.0,7069048.452830188,19406542.722786646,2.7452814498191995,0.6863203624547999,0.2009631522579611,0.8281270362318023,0.1718729637681977,30000.0,0.87,0.13,41129496.44810978,139863347.26890138,3.4005583630117515,0.8501395907529379,0.2144950809901752,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
26400.0,34289386.25797862,121519131.52890861,3.5439216791006096,0.8859804197751524,0.21724974222449583,3600.0,6549580.104956268,17972427.695335276,2.7440546004267996,0.6860136501066999,0.20030682893966384,0.8396242439940739,0.1603757560059261,30000.0,0.88,0.12,40838966.36293489,139491559.22424388,3.4156423916540457,0.8539105979135114,0.2150667765622477,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
26700.0,34518327.81239409,122581474.21738078,3.5511914930204735,0.8877978732551184,0.21781431631872328,3300.0,6028767.935085293,16535632.327339787,2.742786121894905,0.6856965304737263,0.1995690237103195,0.8513144326629098,0.1486855673370903,30000.0,0.89,0.11,40547095.74747938,139117106.54472056,3.430993281776318,0.8577483204440794,0.21564565814453743,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
27000.0,34747263.90534979,123643791.55281207,3.5583682139329427,0.8895920534832357,0.21836923359364524,3000.0,5502871.243223308,15088442.705882352,2.7419211837693895,0.6854802959423474,0.19882767615444008,0.8632831610897488,0.1367168389102512,30000.0,0.9,0.1,40250135.1485731,138732234.2586944,3.4467461568313187,0.8616865392078297,0.21624390438388608,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
27300.0,34976206.98446641,124706140.89550132,3.5654539525984528,0.8913634881496132,0.21891464048170886,2700.0,4975332.553536483,13638794.114341628,2.74128341492074,0.685320853730185,0.19796471574864993,0.8754658115539247,0.12453418844607536,30000.0,0.91,0.09,39951539.53800289,138344935.00984293,3.4628165435475933,0.8657041358868983,0.21684928326335595,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
27600.0,35204458.23733396,125765520.34638141,3.572428310823948,0.893107077705987,0.21945601563913955,2400.0,4440615.329119895,12178481.933874162,2.7425296663060506,0.6856324165765126,0.19706889684866685,0.8879907405979093,0.11200925940209058,30000.0,0.92,0.08,39645073.56645386,137944002.2802556,3.4794719782726986,0.8698679945681747,0.2174795533266473,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
27900.0,35426437.10238642,126797996.22727449,3.579184959190017,0.8947962397975042,0.2200350228720622,2100.0,3898066.6018121126,10707852.2074392,2.746988174508401,0.6867470436271003,0.19611776099608855,0.9008743598868121,0.09912564011318802,30000.0,0.93,0.07,39324503.70419853,137505848.4347137,3.4966929202083152,0.8741732300520788,0.21817253841565643,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
28200.0,35647339.5937792,127825854.82602772,3.5858381029375166,0.8964595257343791,0.22061264552762416,1800.0,3349840.8010783745,9226546.82543809,2.754365206869358,0.6885913017173395,0.19508923913303106,0.9141004357966325,0.08589956420336756,30000.0,0.94,0.06,38997180.39485757,137052401.6514658,3.51441494351835,0.8786037358795875,0.218894376446552,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
28500.0,35868241.55027835,128853711.64012925,3.592410990062618,0.8981027475156546,0.2211810559217463,1500.0,2798422.130725283,7734706.272586424,2.764007097657193,0.6910017744142982,0.19393108763759326,0.9276270082722419,0.07237299172775817,30000.0,0.95,0.05,38666663.68100363,136588417.91271567,3.532456922010318,0.8831142305025795,0.2196379492379138,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
28800.0,36089141.56929305,129881559.43911554,3.598904981336204,0.899726245334051,0.22174048513407746,1200.0,2246065.104891041,6232603.37646489,2.7749517946958653,0.6937379486739663,0.19253591597555428,0.9414098605498429,0.05859013945015715,30000.0,0.96,0.04,38335206.67418409,136114162.81558043,3.550629449230545,0.8876573623076363,0.22040322167390228,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
29100.0,36310045.99817028,130909427.75719236,3.605321650887097,0.9013304127217743,0.2222910946793991,900.0,1693795.455602947,4720699.025009694,2.787089146591718,0.6967722866479295,0.19064973115886197,0.9554309409046654,0.04456905909533464,30000.0,0.97,0.03,38003841.45377322,135630126.78220206,3.5688537980494326,0.8922134495123581,0.22118979545137993,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
29400.0,36530944.54035115,131937268.54926616,3.6116544867486113,0.9029136216871528,0.22283317157670174,600.0,1139837.1175953937,3189904.143944569,2.7985642864322,0.69964107160805,0.18809342629902745,0.9697421431828731,0.030257856817126814,30000.0,0.98,0.02,37670781.65794655,135127172.69321072,3.5870521198880283,0.8967630299720071,0.22201308147038076,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
29700.0,36751848.21418561,132965132.48933354,3.617911113072916,0.904477778268229,0.22336682891195203,300.0,581602.5883046682,1634392.1059459457,2.8102136552533157,0.7025534138133289,0.18355448420767267,0.9844214082598045,0.01557859174019545,30000.0,0.99,0.01,37333450.80249028,134599524.59527948,3.6053283241279503,0.9013320810319876,0.22288340237608925,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
30000.0,36972748.98824308,133992983.80153385,3.6240944878598507,0.9060236219649627,0.22389231994740147,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30000.0,1.0,0.0,36972748.98824308,133992983.80153385,3.6240944878598507,0.9060236219649627,0.22389231994740147,MX,1 2,Female-Male,18,65,28,4.0,2 times every 7 days,[],[]
